ans_str,query_str,ans_str_span,idx_of_ans,idx_of_qns
"No. While the Antigen Rapid Test (ART) self-test provides a quick and easy way for persons to get self-tested in their own homes, the test results are still less accurate as compared to a Polymerase Chain Reaction (PCR) test. Hence, persons under quarantine (PUQs) are required to take a PCR entry test to prevent infecting others.",what is pcr?,polymerase chain reaction,172,3642
"No. While the Antigen Rapid Test (ART) self-test provides a quick and easy way for persons to get self-tested in their own homes, the test results are still less accurate as compared to a Polymerase Chain Reaction (PCR) test. Hence, persons under quarantine (PUQs) are required to take a PCR entry test to prevent infecting others.",what is another term for pcr?,polymerase chain reaction,172,3643
"No. While the Antigen Rapid Test (ART) self-test provides a quick and easy way for persons to get self-tested in their own homes, the test results are still less accurate as compared to a Polymerase Chain Reaction (PCR) test. Hence, persons under quarantine (PUQs) are required to take a PCR entry test to prevent infecting others.",how are people under quarantine required to undergo a pcr entry test?,to prevent infecting others,172,3644
"No. While the Antigen Rapid Test (ART) self-test provides a quick and easy way for persons to get self-tested in their own homes, the test results are still less accurate as compared to a Polymerase Chain Reaction (PCR) test. Hence, persons under quarantine (PUQs) are required to take a PCR entry test to prevent infecting others.",what type of test provides quick and easy way to get self tested in a home?,the antigen rapid test,172,3645
"No. While the Antigen Rapid Test (ART) self-test provides a quick and easy way for persons to get self-tested in their own homes, the test results are still less accurate as compared to a Polymerase Chain Reaction (PCR) test. Hence, persons under quarantine (PUQs) are required to take a PCR entry test to prevent infecting others.",what test does the antigen rapid test allow?,self-test,172,3646
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what do you call to verify the qo status? ,mohu2019s general hotline,173,3647
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what does moh call us at 1800-333-9999?,mohu2019s general hotline,173,3648
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what is the name of the phone that stops in check the authenticity of the sms message you sent?,mohu2019s general hotline,173,3649
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",why can't one verify a qo status?,if you have cause to doubt the authenticity of the sms message you have received,173,3650
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what kind of message would you need to verify in order to verify your status?,qo,173,3651
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what is the qo status in moh?,1700-333-9999,173,3652
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what does moh get to know the qo status status?,monohu2019s general hotline,173,3653
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what must a person call at 6916 0190 or moh's general hotline to verify their status of qo?,1800-333-9999,173,3654
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what is the qo hotline from moh?,1700-333-9999,173,3655
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what is the qo status of moh's general hotline?,1800-333-9999,173,3656
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what can you call to verify qo status?,681 0190,173,3657
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",when can you verify your qo status?,if you have cause to doubt the authenticity of the sms message you have received,173,3658
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",when can you verify your qo status?,if you have cause to doubt the authenticity of the sms message you have received,173,3659
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what company can you call by calling 6916 0190 or at 1800-333-9999?,moshu2019s general hotline,173,3660
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what do you call to verify your qo status?,mohu2019s general hotline,173,3661
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",how can you verify your qo status?,by calling 6916 0190 or call mohu2019s general hotline at 1800-333-9999.,173,3662
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.","if you have cause to doubt what, a call would you call at the qo hotline?",003-333-9999,173,3663
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.","if you have cause to doubt the authenticity of the sms message you receive, do you need to do to verify your qo status?",by calling 6916 0190 or call mohu2019s general hotline at 1800-333,173,3664
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",what must you call to verify your qo status in case you have cause to doubt the authenticity of a sms message you've received?,784,173,3665
"If you have cause to doubt the authenticity of the SMS message you have received, you can verify your QO status by calling 6916 0190 or call MOH’s general hotline at 1800-333-9999.",why can you doubt the authenticity of a sms message if you have a doubt about it?,the authenticity of the sms message you have received,173,3666
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.","when you have a quarantine order, what is one thing that is good to do?",look back,174,3667
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what does qo stand for?,virginity order,174,3668
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what does qo stand for?,quarantine order,174,3669
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what are the signs of someone not showing symptoms?,check your health closely,174,3670
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.","what should you do if you had fever, cough or runny nose?",pumps,174,3671
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what is a qo?,personnes issued with a quarantine order,174,3672
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what is it called when an individual may self-administer an antigen rapid test self-test?,art,174,3673
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what is the drug called that is tested through an antigen rapid test?,art,174,3674
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what is a condition that can cause you to have any symptoms?,a quarantine order,174,3675
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.","what do some people want to do after you have some fever, cough, and runny nose?",put on a mask,174,3676
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what is the name of the group that shows individuals with a quarantine order that they have no symptoms?,quarantine order,174,3677
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what is a qo?,quantine order,174,3678
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.","if you have a fever, cough or runny nose, what put on a mask and see a doctor?",a mask,174,3679
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what may you wish to self-administer?,antogen rapid test (art),174,3680
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what type of order does qo stand for?,quarantine order,174,3681
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what do people who have close contact with have in a confirmed case tend to suffer from?,quarantine order,174,3682
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what do people in the qo have close contact with?,a confirmed case,174,3683
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.","if you have a fever, cough, or runny nose, put on a mask and see a doctor, what do you have?",a mask,174,3684
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.",what does qo stand for?,quantanity order,174,3685
"Persons issued with a Quarantine Order (QO) are individuals assessed to have had close contact with a confirmed case, and they are generally well and have no symptoms. We would advise you to monitor your health closely. You may wish to self-administer an Antigen Rapid Test (ART) self-test. If you have fever, cough or runny nose, put on a mask and see a doctor . Call the clinic ahead of your visit and inform the doctor of your symptoms as well as your travel history, if any.","what must be done if you have a fever, cough, or runny nose?",shift on a mask,174,3686
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",can the singpass account have a member?,you may login to the healthhub page,175,3687
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what is the minimum length of time to view the test results?,one to two days,175,3688
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what is a common job permit used for?,long term visit pass plus,175,3689
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what is one type of account that you can login to for test results?,singpass,175,3690
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",how long should the swab test last?,one to two days,175,3691
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",how long would you wait for the swab test results to go to the healthhub page?,one to two days,175,3692
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what types of people are eligible for the singpass test?,"members (employment pass, entrepass, s-pass, dependent pass, long term visit pass plus), and selected work permit holders",175,3693
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",where can you enter to get to your test results?,healthhub page,175,3694
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what is a single pass with a specific work permit?,long term visit pass plus,175,3695
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what other terms are spoken for assamoan residents in singapore?,"employment pass, entrepass, s-pass, dependent pass, long term visit pass plus",175,3696
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what can be done to your test results by you using a singpass account?,cannot be available within one to two days,175,3697
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",who are eligible for a singpass account?,"singapore citizens and permanent residents, passholders",175,3698
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.","in addition to unemployment pass, what are they eligible for?",job passholders,175,3699
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",which account could you login to access one swab test results?,singpass,175,3700
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.","in addition to working permit holders, who is eligible for singpass?",employed citizens,175,3701
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what is an example of an employer's passport?,passholders,175,3702
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what are the names of the passholders that qualify for the singpass?,"employment pass, entrepass, s-pass, dependent pass, long term visit pass plus",175,3703
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what other people are eligible for the singpass test?,work permit holders,175,3704
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",what are the only remaining work permit holders allowed to earn?,singpass,175,3705
"If you have a SingPass account*, you may login to the HealthHub page  to access your test results, the test results will usually be available within one to two days of your swab test. *Singapore Citizens and Permanent Residents, Passholders (Employment Pass, EntrePass, S-Pass, Dependent Pass, Long Term Visit Pass Plus), and selected Work Permit Holders are eligible for SingPass. Please refer to this link  for instructions.",which teh healthhub feature was used to begin test results?,singpass account,175,3706
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what can you contact to get assistance in situations where people are not work?,the quarantine order,176,3707
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what are you asked to contact for assistance?,quadruine order,176,3708
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what do you need social assistance for?,"you are unemployed and quarantined and you need social or financial assistance, please contact the quarantine order (qo) agent for further assistance.",176,3709
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what is the status of an in-flight worker that needs social assistance?,quined,176,3710
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.","if you need social or financial assistance, contact qo to arrange for further help?",for further assistance,176,3711
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what agent would you call for assistance if someone is unemployed and quarantined?,the quarantine order (qo) agent,176,3712
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what agent needs to be listed for help?,quine order (qo),176,3713
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what can you contact if you are not employed?,the quarantine order,176,3714
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what agency can help a quarantine?,quaine order (qo),176,3715
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what does qo stand for?,quarantine order,176,3716
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what is a question that can be received by the qo to help you need?,for further assistance,176,3717
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what are the reasons for being unemployed and quarantined?,for further assistance,176,3718
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what agent might you contact to provide financial assistance to the quarantine order?,qo,176,3719
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what might you need to contact for more financial assistance?,quarantine order,176,3720
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what would you call a careline order to inquire about?,for further assistance,176,3721
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",who is there in order to provide their other support?,the quarantine order (qo) agent,176,3722
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what can the qo's do?,further assistance,176,3723
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",how do you find a social worker who needs social or financial assistance?,x4aphobia order (qo) agent,176,3724
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",if a member of qo wants help from the quarantine order?,for further assistance,176,3725
"If you are unemployed and quarantined, and you need social or financial assistance, please contact the Quarantine Order (QO) Agent for further assistance.",what organization provides social assistance to quarantined people?,qo,176,3726
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what does pcr stand for?,entry polymerase chain reaction,177,3727
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what is required to the swab tests in ida?,the infectious diseases act,177,3728
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what is required for a person to be tested during the quarantine order period?,the swab tests are mandatory under the infectious diseases act (ida),177,3729
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what is the swab test scheduled for?,early detection of possible infection,177,3730
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what is the swab test used during?,infected,177,3731
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what was the pcr test for?,introduction polymerase chain reaction,177,3732
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what will be on line to check from a person in qo?,early detection of possible infection,177,3733
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",the swab tests are mandatory under what act?,the infectious diseases act (ida),177,3734
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",what act is responsible for creating the swab test for people who are infected?,the infectious diseases act (ida),177,3735
"All Persons Under Quarantine (PUQs) will be tested for COVID-19 during their Quarantine Order (QO) period. There will be an entry Polymerase Chain Reaction (PCR) swab test scheduled at the start of QO period for early detection of possible infection, and an exit PCR swab test will be scheduled before the QO ends to prevent potential transmission should you be infected. The swab tests are mandatory under the Infectious Diseases Act (IDA) to ensure that these persons do not pose any public health risks before re-entering the community.",who is required to test people under quarantine in qo time?,all persons under quarantine (puqs),177,3736
